"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Purple Hearts",1984,116,NA,5.4,162,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Kaasua, komisario Palmu!",1961,94,NA,8.4,217,4.5,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,24.5,"",0,0,0,0,0,0,0
"Dancing Town, The",1928,20,NA,8.6,10,14.5,0,14.5,0,0,14.5,24.5,14.5,14.5,34.5,"",0,0,0,0,0,0,1
"Effects of Magic, The",1998,87,NA,4,18,14.5,0,4.5,14.5,14.5,24.5,4.5,0,0,24.5,"",0,0,0,0,0,0,0
"Actors, The",2003,91,NA,5.6,211,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Vremya, vperyod!",1965,158,NA,8.5,6,0,0,0,0,14.5,0,14.5,0,64.5,0,"",0,0,0,1,0,0,0
"Pip from Pittsburgh, The",1931,21,NA,8.9,13,0,0,4.5,0,0,0,14.5,34.5,4.5,34.5,"",0,0,1,0,0,0,1
"Good Scouts",1938,8,NA,7.7,51,0,4.5,0,0,4.5,14.5,14.5,34.5,14.5,4.5,"",0,1,1,0,0,0,1
"Kuroi ie",1999,95,NA,6.7,20,0,4.5,14.5,0,14.5,14.5,24.5,34.5,4.5,4.5,"",0,0,0,0,0,0,0
"Alfie",2004,103,60000000,6,3492,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Fool There Was, A",1915,67,NA,5.8,81,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Betty Boop, MD",1932,7,NA,7.2,10,0,0,0,0,0,14.5,24.5,45.5,14.5,14.5,"",0,1,0,0,0,0,1
"Portefeuille, Le",2003,10,NA,7.2,15,0,4.5,0,0,0,0,44.5,24.5,0,34.5,"",0,1,0,1,0,0,1
"Lost, Lost, Lost",1976,178,NA,6.4,9,24.5,0,0,0,0,34.5,0,24.5,24.5,0,"",0,0,0,0,1,0,0
"Men in Black II",2002,88,140000000,5.6,21580,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Masks",1998,5,NA,7.4,5,0,0,0,24.5,0,0,44.5,0,24.5,24.5,"",0,1,0,0,0,0,1
"Salaire de la peur, Le",1953,148,NA,8.2,2820,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"",1,0,0,1,0,0,0
"Retreat, The",2003,30,NA,8.8,5,0,0,0,0,0,0,24.5,24.5,24.5,44.5,"",0,0,0,1,0,0,1
"Honey-Mousers, The",1956,7,NA,6.7,23,4.5,0,0,4.5,4.5,24.5,14.5,14.5,0,34.5,"",0,1,1,0,0,0,1
"Empire of the Ants",1977,89,NA,3.1,497,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Ungen",1974,121,NA,6,18,0,0,0,4.5,24.5,4.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Grand Slam Opera",1936,20,NA,7.8,14,0,0,0,0,0,0,24.5,44.5,24.5,4.5,"",0,0,1,0,0,0,1
"Gojoe reisenki",2000,138,NA,6.7,182,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",1,0,0,0,0,0,0
"Lonely Trail, The",1936,56,NA,4.2,37,14.5,4.5,4.5,0,14.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Scrooge McDuck and Money",1967,15,NA,4.9,53,14.5,4.5,0,0,4.5,4.5,24.5,4.5,4.5,24.5,"",0,1,1,0,0,0,1
"Monte Walsh",1970,106,NA,6.7,204,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,0,0,0,0,0
"State Park",1990,87,NA,3.7,35,4.5,4.5,14.5,4.5,4.5,14.5,4.5,14.5,0,24.5,"",0,0,1,0,0,0,0
"Schussangst",2003,105,NA,6.5,65,0,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,"",0,0,0,0,0,0,0
"Apprentice, The",1991,9,NA,5.6,23,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,0,24.5,"",0,1,1,0,0,0,1
"Wiener Blut",1942,106,NA,7.6,17,0,0,0,4.5,0,4.5,24.5,24.5,14.5,24.5,"",0,0,1,0,0,0,0
"Nevera po slovensky I-II",1981,143,NA,6.1,27,0,0,0,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"",0,0,1,0,0,0,0
"Johny Mera Naam",1970,159,NA,4.8,10,0,0,14.5,0,0,14.5,34.5,34.5,0,24.5,"",1,0,0,1,0,0,0
"Bar 20",1943,54,NA,6.5,37,4.5,0,0,4.5,14.5,24.5,14.5,14.5,4.5,24.5,"",0,0,0,0,0,0,0
"Little Buck Cheeser",1937,8,NA,6.2,11,0,0,0,0,4.5,34.5,14.5,34.5,0,0,"",0,1,0,0,0,0,1
"This Is My Love",1954,91,NA,4.4,19,24.5,0,0,14.5,34.5,0,4.5,4.5,24.5,4.5,"",0,0,0,1,0,0,0
"Einer trage des anderen Last",1988,115,NA,8.8,29,0,0,0,0,0,0,4.5,24.5,14.5,45.5,"",0,0,0,1,0,0,0
"Zuijia paidang daxian shentong",1983,100,NA,6.7,104,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",1,0,1,0,0,0,0
"Dark Secrets",1998,91,NA,3.2,43,4.5,14.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Playboy en paro",1984,84,NA,2.5,17,14.5,14.5,34.5,14.5,4.5,4.5,0,4.5,0,4.5,"",0,0,1,0,0,0,0
"American Buffalo",1996,88,NA,5.7,888,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Durval Discos",2002,96,NA,6.9,126,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,1,0,0,0
"Very Eye of Night, The",1958,15,NA,5.4,50,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,1
"Letti selvaggi",1979,83,NA,3.8,45,4.5,4.5,14.5,14.5,24.5,14.5,4.5,0,4.5,4.5,"",0,0,1,0,0,0,0
"Desert Saints",2002,91,NA,6.1,554,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Faccia di Picasso",2000,95,NA,4.6,40,24.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,0,14.5,"",0,0,1,0,0,0,0
"Hearts and Minds",1974,112,NA,8.5,415,4.5,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,44.5,"",0,0,0,0,1,0,0
"Cha-Cha-Cha",1982,81,NA,6.8,13,4.5,0,0,4.5,0,14.5,0,34.5,0,34.5,"",0,0,0,0,0,0,0
"Engel aus Eisen",1981,105,NA,7.6,9,0,0,0,0,0,0,44.5,34.5,0,24.5,"",0,0,0,1,0,0,0
"Perfect moment - L'aventure continue",2003,100,NA,6.8,11,0,4.5,14.5,0,0,14.5,0,14.5,14.5,14.5,"",0,0,0,0,1,0,0
"Zubeidaa",2001,153,NA,6.6,89,0,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,1,0
"All Ashore",1953,80,NA,4.6,20,4.5,0,14.5,24.5,24.5,14.5,24.5,4.5,0,14.5,"",0,0,1,0,0,0,0
"Florido pensil, El",2002,80,NA,5.1,27,14.5,4.5,24.5,14.5,14.5,14.5,4.5,14.5,4.5,0,"",0,0,1,1,0,0,0
"Happy New Year",1987,85,NA,5.7,91,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Soldaterkammerater",1958,90,NA,5.6,26,14.5,0,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,"",0,0,1,0,0,0,0
"Epidemic",1988,106,NA,5.1,391,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Port of Seven Seas",1938,81,NA,7,5,0,0,0,0,0,44.5,24.5,44.5,0,0,"",0,0,0,1,0,0,0
"Sudario a la medida, Un",1969,95,NA,1.3,7,44.5,0,14.5,0,24.5,0,0,14.5,0,0,"",0,0,0,1,0,0,0
"Passi di danza su una lama di rasoio",1972,84,NA,3.9,35,4.5,4.5,24.5,4.5,14.5,14.5,14.5,4.5,0,14.5,"",0,0,0,0,0,0,0
"Manuelita",1999,86,NA,4.4,35,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"",0,1,1,0,0,0,0
"Duri a morire",1978,88,NA,6.4,14,4.5,0,0,4.5,4.5,0,24.5,24.5,4.5,24.5,"",1,0,0,0,0,0,0
"Escondida, La",1956,100,NA,6.6,14,14.5,0,4.5,0,24.5,14.5,4.5,14.5,0,24.5,"",0,0,0,1,0,0,0
"Anand",1970,122,NA,8.3,251,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,64.5,"",0,0,0,1,0,0,0
"Marcha verde, La",2002,91,NA,4.8,12,0,14.5,34.5,4.5,0,4.5,0,4.5,14.5,4.5,"",0,0,1,1,0,0,0
"Prophet Without Honor",1939,11,NA,8,7,0,0,0,14.5,14.5,14.5,14.5,0,44.5,0,"",0,0,0,1,0,0,1
"Doorway, The",2000,90,NA,4,118,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Hildegarde",2001,85,NA,4.3,47,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG",0,0,0,0,0,0,0
"Aradhana",1969,169,NA,6.9,49,4.5,0,0,4.5,0,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,1,0
"Father Guido Sarducci Goes to College",1985,59,NA,6.3,17,4.5,0,14.5,0,0,14.5,14.5,0,14.5,44.5,"",0,0,1,0,0,0,0
"Dusha",1981,93,NA,5.6,5,0,0,0,24.5,24.5,44.5,24.5,0,0,0,"",0,0,0,0,0,0,0
"ReBoot: The Ride",1997,6,NA,4.6,23,4.5,4.5,4.5,0,0,4.5,0,14.5,4.5,64.5,"",1,1,0,0,0,0,1
"Walking on Water",2002,90,NA,6.8,150,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,"",0,0,1,1,0,0,0
"Kamakia, Ta",1981,93,NA,2.6,5,24.5,24.5,24.5,0,0,0,24.5,24.5,0,0,"",0,0,1,0,0,0,0
"Better Late Than Never",1982,95,NA,4.7,27,0,4.5,14.5,24.5,24.5,14.5,14.5,4.5,0,4.5,"",0,0,1,0,0,0,0
"Lucky Bugger",2002,3,NA,8.6,6,14.5,0,0,0,0,0,34.5,14.5,0,34.5,"",0,0,0,1,0,0,1
"Aktrisa",1943,76,NA,8.1,5,0,0,0,0,0,0,24.5,44.5,44.5,0,"",0,0,1,0,0,1,0
"Lone Rider in Ghost Town, The",1941,64,NA,5.4,6,0,14.5,0,14.5,14.5,14.5,14.5,0,0,14.5,"",0,0,0,0,0,0,0
"Murder of Emmett Till, The",2003,53,NA,6.3,39,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,14.5,"",0,0,0,0,1,0,0
"Avalanche",1999,109,NA,3.7,126,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Historia oficial, La",1985,112,NA,7.7,672,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Taxi",1998,86,NA,6.7,6191,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",1,0,1,0,0,0,0
"Souls for Sale",1923,80,NA,6.6,14,4.5,0,0,4.5,24.5,14.5,24.5,4.5,0,14.5,"",0,0,1,1,0,1,0
"Argentine Nights",1940,75,NA,6.1,8,0,0,0,24.5,0,24.5,14.5,14.5,14.5,14.5,"",0,0,1,0,0,0,0
"Da wan",2001,100,NA,6,259,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Taste",2001,22,NA,6.1,10,0,0,0,14.5,24.5,44.5,24.5,14.5,0,0,"",0,0,1,1,0,0,1
"Elmer Elephant",1936,8,NA,6.5,91,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"",0,1,1,0,0,0,1
"Deadly Advice",1993,91,NA,6.1,85,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Isola del gabbiano, L'",1980,102,NA,4.1,32,4.5,4.5,0,4.5,4.5,14.5,4.5,4.5,14.5,34.5,"",0,0,0,0,0,0,0
"Mutiny On the Buses",1972,89,NA,5.4,85,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,24.5,"",0,0,1,0,0,0,0
"K2",1992,102,NA,5.9,889,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Career",1959,105,NA,6.8,93,0,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,"",0,0,0,1,0,0,0
"Marines Are Coming, The",1934,74,NA,6,11,0,0,0,4.5,14.5,14.5,24.5,24.5,0,0,"",1,0,0,1,0,1,0
"Mad Doctor, The",1941,90,NA,6.4,12,0,0,0,0,4.5,44.5,4.5,14.5,0,24.5,"",0,0,0,0,0,0,0
"Kill or Cure",1923,11,NA,5.6,8,0,0,0,24.5,14.5,24.5,24.5,14.5,0,0,"",0,0,1,0,0,0,1
"X the Unknown",1956,81,NA,6.2,216,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Emmanuelle 7: The Meaning of Love",1994,93,NA,3.1,38,24.5,4.5,4.5,14.5,14.5,0,0,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Tasio",1984,95,NA,7.2,62,4.5,0,4.5,0,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,0,0
"Hoodlum, The",1919,78,NA,7.8,10,0,0,0,0,0,14.5,14.5,74.5,14.5,0,"",0,0,1,0,0,0,0
"Gens normaux n'ont rien d'exceptionnel, Les",1993,100,NA,7,82,4.5,4.5,0,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"",0,0,1,1,0,0,0
"Neon City",1992,99,NA,4.3,150,14.5,4.5,4.5,24.5,14.5,4.5,14.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Fifth Province, The",1997,89,NA,2.1,17,14.5,14.5,0,0,4.5,14.5,0,14.5,24.5,14.5,"",0,0,1,1,0,1,0
"Malcolm",2002,18,NA,6.8,15,0,0,0,0,14.5,4.5,34.5,24.5,24.5,4.5,"",0,0,0,1,0,0,1
"Stone Age Romeos",1955,16,NA,6.1,26,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,1
"Treevil",2003,7,NA,7,11,0,0,0,0,4.5,0,24.5,4.5,4.5,44.5,"",0,1,0,0,0,0,1
"Distrait, Le",1970,85,NA,6.3,109,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0
"Decko koji obecava",1981,106,NA,8.6,45,0,0,0,0,0,4.5,4.5,4.5,24.5,45.5,"",0,0,0,1,0,0,0
"Bleach",2002,13,NA,9.2,6,0,0,0,0,0,0,0,34.5,14.5,45.5,"",0,0,1,1,0,0,1
"Great St. Trinian's Train Robbery, The",1966,93,NA,5.3,140,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Rancid",2004,108,NA,4.9,72,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"",1,0,0,0,0,0,0
"Mapantsula",1988,104,NA,6.2,29,0,0,0,4.5,4.5,4.5,4.5,14.5,14.5,45.5,"",0,0,0,1,0,0,0
"Ambassador Bill",1931,68,NA,5.8,17,0,0,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Slap Shot",1977,123,NA,7.2,5509,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"",1,0,1,1,0,0,0
"P.O. Box",2003,8,5000,7.6,8,0,0,0,0,0,0,45.5,34.5,14.5,0,"",0,0,0,0,0,0,1
"What Where",2000,13,NA,7.6,27,0,0,0,4.5,4.5,4.5,24.5,24.5,4.5,24.5,"",0,0,0,1,0,0,1
"Arnold",1973,94,NA,4.7,84,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Lady Windermere's Fan",1925,89,320000,7.8,77,0,0,4.5,0,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,0,0
"Mr. Love",1985,91,NA,6.8,25,4.5,4.5,0,0,4.5,14.5,14.5,24.5,4.5,24.5,"",0,0,1,0,0,0,0
"Zadah tela",1983,99,NA,6,20,0,0,0,14.5,4.5,0,24.5,34.5,14.5,24.5,"",0,0,0,1,0,0,0
"Plight of Clownana, The",2004,15,6000,9.9,11,0,0,0,0,0,0,0,0,4.5,94.5,"",0,0,1,0,0,0,1
"Superamigas contra el profesor Vinilo, Las",2003,15,NA,7.2,7,0,0,0,0,24.5,0,44.5,24.5,0,0,"",0,0,1,0,0,0,1
"Bee at the Beach",1950,6,NA,7.2,38,4.5,4.5,0,4.5,0,4.5,34.5,14.5,14.5,24.5,"",0,1,1,0,0,0,1
"They Only Kill Their Masters",1972,97,NA,6.1,150,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Carry On Cowboy",1965,93,NA,5.9,222,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Law and Disorder",1974,99,NA,6.3,46,4.5,4.5,4.5,4.5,4.5,14.5,44.5,4.5,4.5,14.5,"",0,0,1,1,0,0,0
"Plunder",2003,55,NA,7.4,5,0,0,0,0,0,0,64.5,44.5,0,0,"",0,0,0,0,0,0,0
"Emmanuelle Goes to Cannes",1985,77,NA,1.5,15,44.5,14.5,24.5,0,14.5,0,0,0,0,14.5,"",0,0,0,0,0,0,0
"Tango Tangles",1914,12,NA,5.9,60,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,0,4.5,"",0,0,1,0,0,0,1
"Panama Hattie",1942,79,1097907,6.2,51,0,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Highlander: Endgame",2000,101,15000000,4.4,3773,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Petty Girl, The",1950,88,NA,5.8,31,0,0,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,"",0,0,1,0,0,0,0
"Return to Innocence",2001,98,100000,7.5,477,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,24.5,"",0,0,0,1,0,0,0
"Hidden Passion",2000,93,NA,2,28,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Lovebite",1999,1,NA,6,11,0,4.5,0,0,24.5,24.5,14.5,14.5,0,0,"",0,1,1,0,0,0,1
"Esther Kahn",2000,163,NA,6.2,229,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0
"Village of Idiots",1999,13,NA,7.3,26,0,0,0,4.5,4.5,14.5,4.5,24.5,34.5,14.5,"",0,1,0,0,0,0,1
"River Rat, The",1984,93,NA,6,189,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,"",0,0,0,1,0,0,0
"How to Make the Cruelest Month",1998,99,NA,6.2,17,4.5,0,0,4.5,0,14.5,4.5,14.5,14.5,34.5,"",0,0,1,0,0,0,0
"Jugeulrae salrae",2003,91,NA,2,5,44.5,64.5,0,0,0,0,0,0,0,0,"",1,0,1,0,0,0,0
"Ko zorijo jagode",1978,98,NA,6.5,12,0,0,0,0,14.5,14.5,34.5,4.5,0,24.5,"",0,0,0,0,0,0,0
"Great American Broadcast, The",1941,90,NA,5.4,20,4.5,0,0,0,14.5,24.5,24.5,4.5,4.5,24.5,"",0,0,1,0,0,0,0
"Angels with Dirty Faces",1938,97,NA,7.7,2108,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Parachute Jumper",1933,65,206000,6.7,115,4.5,4.5,4.5,4.5,4.5,14.5,34.5,34.5,4.5,4.5,"",0,0,0,1,0,0,0
"Street Wars",1992,92,NA,3.9,17,34.5,14.5,0,4.5,0,0,14.5,14.5,4.5,0,"",1,0,0,1,0,0,0
"Varsity Show",1937,80,NA,6.6,37,0,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Amour fou, L'",1969,252,NA,7.9,27,0,0,0,0,4.5,14.5,4.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Maciste all'inferno",1925,66,NA,7.3,23,0,0,0,4.5,4.5,4.5,34.5,24.5,14.5,4.5,"",0,0,0,0,0,0,0
"Carnival",1946,93,NA,6.1,16,0,0,14.5,0,14.5,14.5,34.5,14.5,0,0,"",0,0,0,0,0,1,0
"Guilty as Hell",1932,80,NA,5.7,5,0,0,24.5,0,0,0,44.5,44.5,0,0,"",0,0,0,0,0,0,0
"One Step to Hell",1967,98,NA,4.9,6,0,0,0,34.5,14.5,0,45.5,0,0,0,"",1,0,0,0,0,0,0
"UM-PA",1933,16,NA,7.6,5,0,0,0,0,24.5,24.5,24.5,44.5,0,0,"",0,0,1,0,0,0,1
"Cherry Falls",2000,92,14000000,4.9,2165,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Leeuw van Vlaanderen, De",1985,90,NA,5.5,106,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"It Runs in the Family",1994,85,NA,5.4,202,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"",0,0,1,0,0,0,0
"Village of Daughters",1962,86,NA,4.9,23,0,4.5,4.5,24.5,24.5,14.5,14.5,4.5,0,0,"",0,0,1,0,0,0,0
"Love Dream",1989,97,NA,2.7,58,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,0,14.5,"",0,0,0,1,0,0,0
"New York Yankees (The Movie)",1987,96,NA,8.4,24,14.5,0,0,4.5,0,4.5,24.5,0,14.5,34.5,"",0,0,0,0,1,0,0
"Anthem",1997,124,NA,5.1,36,14.5,0,4.5,4.5,14.5,4.5,14.5,4.5,4.5,24.5,"",0,0,0,0,1,0,0
"Stilles Land",1992,95,NA,7.5,11,0,0,0,0,4.5,0,24.5,4.5,34.5,14.5,"",0,0,0,0,0,0,0
"Killing Grounds, The",1997,93,NA,4.1,68,14.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Mura di Sana, Le",1964,13,NA,6.5,9,0,0,0,0,14.5,14.5,44.5,34.5,0,0,"",0,0,0,0,0,0,1
"Tarzan and the Golden Lion",1927,57,NA,4.1,9,24.5,0,14.5,44.5,0,0,14.5,0,0,14.5,"",1,0,0,0,0,0,0
"House in the Square, The",1951,90,NA,6.4,74,4.5,4.5,0,4.5,4.5,4.5,4.5,4.5,24.5,45.5,"",0,0,0,1,0,1,0
"Loser",2000,92,20000000,5.1,5152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Stupor Salesman, The",1948,7,NA,6.9,25,0,0,0,0,4.5,14.5,44.5,24.5,14.5,0,"",0,1,1,0,0,0,1
"Rosie",1998,97,NA,7.6,259,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,"",0,0,0,1,0,0,0
"Employee of the Month, The",2002,80,NA,8.3,6,14.5,0,0,0,0,0,0,0,14.5,64.5,"",0,0,0,1,0,0,0
"Cheerleader Camp",1987,89,NA,3.7,203,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"God Has a Rap Sheet",2003,118,NA,5.4,45,14.5,4.5,4.5,0,4.5,4.5,4.5,4.5,4.5,45.5,"",0,0,0,1,0,0,0
"Where the Buffalo Roam",1980,96,NA,5.9,1120,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0
"Wild on the Beach",1965,77,NA,3.3,30,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Engel, der seine Harfe versetzte, Der",1959,97,NA,5.3,12,0,0,14.5,14.5,0,0,14.5,34.5,4.5,4.5,"",0,0,1,0,0,0,0
"Anna Wunder",2000,98,NA,6,18,0,0,4.5,14.5,24.5,14.5,14.5,4.5,14.5,0,"",0,0,0,1,0,0,0
"John and Mary",1969,92,NA,5.9,255,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Martin Lawrence Live: Runteldat",2002,113,3000000,4.6,504,24.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,1,0,0
"Mort en direct, La",1980,128,NA,6.7,290,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Normal Life",1996,102,NA,6.2,566,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Syngenor",1990,98,NA,3.7,62,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,0,34.5,"",0,0,0,0,0,0,0
"Ben",1972,94,NA,4.6,307,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Strange Hearts",2001,90,NA,5.5,82,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Lucky Jordan",1942,84,NA,6.7,24,4.5,0,0,0,14.5,14.5,24.5,14.5,14.5,14.5,"",0,0,1,1,0,0,0
"Cardiac Arrest",1980,85,NA,3.7,26,4.5,4.5,14.5,34.5,24.5,4.5,0,4.5,0,4.5,"",0,0,0,0,0,0,0
"V leru",1999,92,250000,7,114,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,1,1,0,0,0
"Chili Corn Corny",1965,6,NA,6.3,19,4.5,4.5,4.5,0,24.5,14.5,34.5,14.5,0,14.5,"",0,1,1,0,0,0,1
"Tarzan and the Leopard Woman",1946,72,NA,6.1,202,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,"",1,0,0,0,0,0,0
"Million Dollar Mystery",1987,95,NA,4.3,71,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
